Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
zapatilla-diuff-david-rojo;;;Talle;22;Color;rojo;;;76,299.00;;0.50;12.00;15.00;20.00;0;851314830422;851DAVID0422;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;21;Color;rojo;;;76,299.00;;0.50;12.00;15.00;20.00;0;851314830421;851DAVID0421;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;25;Color;rojo;;;76,299.00;;0.50;12.00;15.00;20.00;0;851314830425;851DAVID0425;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;26;Color;rojo;;;76,299.00;;0.50;12.00;15.00;20.00;1;851314830426;851DAVID0426;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;27;Color;rojo;;;86,999.00;;0.50;12.00;15.00;20.00;1;851314830427;851DAVID0427;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;28;Color;rojo;;;86,999.00;;0.50;12.00;15.00;20.00;1;851314830428;851DAVID0428;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;29;Color;rojo;;;86,999.00;;0.50;12.00;15.00;20.00;0;851314830429;851DAVID0429;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;30;Color;rojo;;;86,999.00;;0.50;12.00;15.00;20.00;1;851314830430;851DAVID0430;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;31;Color;rojo;;;86,999.00;;0.50;12.00;15.00;20.00;2;851314830431;851DAVID0431;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;32;Color;rojo;;;97,499.00;;0.50;12.00;15.00;20.00;2;851314830432;851DAVID0432;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;33;Color;rojo;;;97,499.00;;0.50;12.00;15.00;20.00;1;851314830433;851DAVID0433;;;;;;;;;;;5 a 13 años;
zapatilla-diuff-david-rojo;;;Talle;34;Color;rojo;;;97,499.00;;0.50;12.00;15.00;20.00;2;851314830434;851DAVID0434;;;;;;;;;;;5 a 13 años;
atomik-run-flex-ii-negro;Zapatillas Atomik Run Flex Ii Negro;;Talle;35;Color;negro;;;141,999.00;;0.70;15.00;20.00;30.00;1;594857050035;594857050035;SI;NO;<p>Zapatillas deportivas Atomik Run Flex II en color negro, con diseño moderno y suela blanca que ofrece comodidad y estilo. Ideales para actividades deportivas como running y uso diario. Fabricadas con materiales de calidad, su suela visible de goma proporciona excelente tracción y durabilidad.</p><p>Estas zapatillas, recomendadas tanto para hombres como para mujeres, ofrecen un ajuste cómodo y soporte ideal para tus entrenamientos. Son perfectas para quienes buscan un calzado deportivo versátil, ligero y con estilo urbano.</p>;atomik, calzado unisex, entrenamiento, negro, run flex ii, running, zapatillas deportivas;Atomik Run Flex II negro - Zapatillas deportivas para running y uso di;Descubre las zapatillas Atomik Run Flex II negro, diseñadas para running y uso diario. Combinan diseño moderno, comodidad y durabilidad, con suela de goma visible y ajuste unisex.;Atomik;SI;;Femenino;;
atomik-run-flex-ii-negro;;;Talle;36;Color;negro;;;141,999.00;;0.70;15.00;20.00;30.00;0;594857050036;594857050036;;;;;;;;;;;;
atomik-run-flex-ii-negro;;;Talle;37;Color;negro;;;141,999.00;;0.70;15.00;20.00;30.00;1;594857050037;594857050037;;;;;;;;;;;;
atomik-run-flex-ii-negro;;;Talle;38;Color;negro;;;141,999.00;;0.70;15.00;20.00;30.00;1;594857050038;594857050038;;;;;;;;;;;;
atomik-run-flex-ii-negro;;;Talle;39;Color;negro;;;141,999.00;;0.70;15.00;20.00;30.00;0;594857050039;594857050039;;;;;;;;;;;;
atomik-run-flex-ii-negro;;;Talle;40;Color;negro;;;141,999.00;;0.85;15.00;20.00;35.00;2;594857050040;594857050040;;;;;;;;;;;;
atomik-ohio-blanco;Zapatillas Atomik Ohio Blanco;;Talle;24;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900124;594OHIO00124;SI;NO;<p>Las zapatillas deportivas Atomik Ohio en color blanco destacan por su diseño moderno y funcionalidad. Cuentan con ajuste de abrojo y cordón para un calce seguro y cómodo. Presentan detalles picados que mejoran la ventilación, ideales para mantener los pies frescos durante el uso diario o actividades deportivas. Están fabricadas con materiales sostenibles que brindan comodidad, durabilidad y un compromiso con el medio ambiente. La suela de goma es resistente y ofrece un buen agarre, mientras que el forro de poliéster aporta suavidad.</p><p>Perfectas para el colegio, para salir o para diferentes actividades cotidianas gracias a su caña baja y diseño pensado tanto para niños como adultos que buscan estilo y funcionalidad en sus zapatillas.</p>;abrojo, atomik, blanco, colegio, cordon, deportivo, goma, materiales sostenibles, ohio, uso diario, ventilacion, zapatilla;Zapatilla Atomik Ohio Blanco Abrojo y Cordón - Materiales Sostenibles;Descubrí las zapatillas Atomik Ohio Blanco con abrojo y cordón, fabricadas con materiales sostenibles. Ideales para uso diario, colegio y deporte. Confort, estilo y durabilidad en color blanco.;Atomik;SI;;Unisex;5 a 13 años;
atomik-ohio-blanco;;;Talle;25;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900125;594OHIO00125;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;26;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900126;594OHIO00126;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;27;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900127;594OHIO00127;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;28;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;3;594968900128;594OHIO00128;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;29;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;1;594968900129;594OHIO00129;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;30;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;1;594968900130;594OHIO00130;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;31;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900131;594OHIO00131;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;32;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900132;594OHIO00132;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;33;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;1;594968900133;594OHIO00133;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;34;Color;Blanco;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900134;594OHIO00134;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;35;Color;Blanco;;;62,399.00;;0.70;15.00;20.00;30.00;0;594968900135;594OHIO00135;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;36;Color;Blanco;;;62,399.00;;0.70;15.00;20.00;30.00;2;594968900136;594OHIO00136;;;;;;;;;;;5 a 13 años;
atomik-ohio-blanco;;;Talle;37;Color;Blanco;;;62,399.00;;0.70;15.00;20.00;30.00;0;594968900137;594OHIO00137;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;Zapatillas Atomik Ohio Eco Negro;NIÑOS;Talle;24;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900024;594OHIO00024;SI;NO;<p>Zapatilla deportiva Atomik modelo Ohio Eco en color negro, confeccionada con materiales sostenibles y respetuosos con el medio ambiente. Su diseño combina comodidad y durabilidad, ideal para niños y niñas que buscan un calzado resistente para uso diario, actividades deportivas o la vuelta al colegio. Cuenta con ajuste mixto de abrojo y cordones para una sujeción segura y práctica. La capellada es de cuero sintético con detalles picados que mejoran la transpirabilidad, y su suela deportiva proporciona buena tracción y confort en cada paso.</p>;abrojo, atomik, cole, cordon, deporte, deportivo, eco, materiales sostenibles, negro, ninos, sustentable, uso diario, zapatilla;Atomik Ohio Eco negro - Zapatilla sustentable deportiva para niños;Zapatilla Atomik Ohio Eco en color negro con ajuste de abrojo y cordones, elaborada con materiales sostenibles. Ideal para actividades deportivas y uso diario.;Atomik;SI;;Unisex;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;25;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900025;594OHIO00025;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;26;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;2;594968900026;594OHIO00026;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;27;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900027;594OHIO00027;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;28;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900028;594OHIO00028;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;29;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;1;594968900029;594OHIO00029;;;;;;;;;;;5 a 13 años;
atomik-ohio-eco-negro;;;Talle;30;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594968900030;594OHIO00030;;;;;;;;;;;5 a 13 años;
atomik-enerlite-negro;Zapatillas Deportivas Atomik Enerlite Negro;MUJER > CALZADO > Zapatillas Deportivas, MUJER > DEPORTES > Training, HOMBRE > CALZADO > Zapatillas Deportivas, HOMBRE > DEPORTES > Training, DEPORTES > TRAINING;Talle;35;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;1;594498530041;594RLITE0041;SI;NO;<p>Zapatillas Atomik Enerlite en color negro con detalles en el talón y suela blanca, con diseño deportivo. Equipadas con cordones para ajuste seguro, base de soporte neutro y una mediasuela liviana y acolchada que brinda alta amortiguación para una pisada suave y cómoda. Ideales para uso diario y actividades deportivas, proporcionando combinación perfecta de comodidad y estilo.</p>;amortiguacion, atomik, comodidad, deportivo, enerlite, mediasuela acolchada, negro, uso diario, zapatillas;Zapatillas Atomik Enerlite Negro;Descubrí las zapatillas Atomik Enerlite en color negro, con diseño deportivo y detalles en el talón. Con base de soporte neutro, mediasuela liviana y acolchada para alta amortiguación, ideales para quienes buscan comodidad y estilo.;Atomik;SI;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;36;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530041;594RLITE0041;;;;;;;;;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;37;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530041;594RLITE0041;;;;;;;;;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;38;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530041;594RLITE0041;;;;;;;;;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;39;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530041;594RLITE0041;;;;;;;;;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;40;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;1;594498530041;594RLITE0041;;;;;;;;;;Masculino;;0.00
atomik-enerlite-negro;;;Talle;41;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530041;594RLITE0041;;;;;;;;;;Masculino;;
atomik-enerlite-negro;;;Talle;42;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;3;594498530042;594RLITE0042;;;;;;;;;;;;
atomik-enerlite-negro;;;Talle;43;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;3;594498530043;594RLITE0043;;;;;;;;;;;;
atomik-enerlite-negro;;;Talle;44;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;2;594498530044;594RLITE0044;;;;;;;;;;;;
atomik-enerlite-negro;;;Talle;45;Color;negro;;;71,999.00;;0.85;15.00;20.00;35.00;1;594498530045;594RLITE0045;;;;;;;;;;;;
atomik-ruelle-negro;Zapatillas Atomik Ruelle Negro;;Talle;24;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;1;594473990024;594RUELL0024;SI;NO;<p>Zapatilla urbana Atomik Ruelle en color negro, con diseño resistente y cómodo, ideal para uso diario. Cuenta con cierre de abrojo y cordones elásticos que facilitan el ajuste, brindando mayor comodidad y practicidad. Capellada confeccionada en símil cuero, con una suela duradera de TR/goma resistente que asegura estabilidad y soporte durante todo el día.</p><p>Este modelo combina el estilo skater y urbano, pensado para quienes buscan un calzado versátil que no comprometa la comodidad. Perfecta para adultos y también disponible en talles infantiles, adaptándose a toda la familia.</p><p>Disponible en talles que van desde el 21 al 26 para los más pequeños y en talles para adultos. Ideal para quienes buscan un calzado práctico y moderno que acompañe actividades diarias con estilo.</p>;abrojo, Atomik, cordon elastico, negro, resistente, Ruelle, TR, uso diario, zapatilla skater, zapatilla urbana;Atomik Ruelle Negro - Zapatilla Urbana Skater con Abrojo y Cordón El;Conocé la zapatilla Atomik Ruelle negro, urbana y skater, con cierre de abrojo y cordón elástico para un ajuste cómodo y práctico. Calzado resistente y estilizado para el día a día.;Atomik;SI;;Unisex;5 a 13 años;
atomik-ruelle-negro;;;Talle;25;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;0;594473990025;594RUELL0025;;;;;;;;;;;5 a 13 años;
atomik-ruelle-negro;;;Talle;26;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;3;594473990026;594RUELL0026;;;;;;;;;;;5 a 13 años;
atomik-ruelle-negro;;;Talle;27;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;2;594473990027;594RUELL0027;;;;;;;;;;;5 a 13 años;
atomik-ruelle-negro;;;Talle;28;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;4;594473990028;594RUELL0028;;;;;;;;;;;5 a 13 años;
atomik-ruelle-negro;;;Talle;29;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;7;594473990029;594RUELL0029;;;;;;;;;;;5 a 13 años;
atomik-ruelle-negro;;;Talle;30;Color;negro;;;59,899.00;;0.50;12.00;15.00;20.00;6;594473990030;594RUELL0030;;;;;;;;;;;5 a 13 años;
atomik-shade-mid-blanco-crudo;Zapatillas Atomik Shade Mid Blanco/Crudo;;Talle;35;Color;blanco/crudo;;;112,999.00;;0.70;15.00;20.00;30.00;0;594261371535;594SHADM1535;SI;NO;<p>Zapatilla urbana ATOMIK SHADE MID en color blanco y crudo, con una estética skater y un estilo que no pasa desapercibido. Diseño de caña media que ofrece soporte y movilidad, con detalles picados que aportan ventilación y un toque de sofisticación. Cuenta con ajuste mediante doble cordón para un calce personalizado y seguro. Su suela resistente garantiza comodidad y durabilidad para el uso diario. Ideal para un look urbano, moderno y con vibra skater.</p>;atomik, blanco, cana media, crudo, doble cordon, skater, suela resistente, urbano, zapatilla;ATOMIK SHADE MID blanco/crudo - Zapatilla urbana con estilo skater;Descubrí la zapatilla urbana ATOMIK SHADE MID en blanco y crudo, con diseño moderno de caña media, doble cordón y suela resistente. Perfecta para tu estilo diario con vibra skater.;ATOMIK;SI;;Femenino;;
atomik-shade-mid-blanco-crudo;;;Talle;36;Color;blanco/crudo;;;112,999.00;;0.70;15.00;20.00;30.00;1;594261371536;594SHADM1536;;;;;;;;;;;;
atomik-shade-mid-blanco-crudo;;;Talle;37;Color;blanco/crudo;;;112,999.00;;0.70;15.00;20.00;30.00;0;594261371537;594SHADM1537;;;;;;;;;;;;
atomik-shade-mid-blanco-crudo;;;Talle;38;Color;blanco/crudo;;;112,999.00;;0.70;15.00;20.00;30.00;2;594261371538;594SHADM1538;;;;;;;;;;;;
atomik-shade-mid-blanco-crudo;;;Talle;39;Color;blanco/crudo;;;112,999.00;;0.70;15.00;20.00;30.00;0;594261371539;594SHADM1539;;;;;;;;;;;;
atomik-shade-mid-blanco-crudo;;;Talle;40;Color;blanco/crudo;;;112,999.00;;0.85;15.00;20.00;35.00;0;594261371540;594SHADM1540;;;;;;;;;;;;
atomik-fairfaxx-suede-negro;Zapatillas Atomik Fairfaxx Suede Negro;;Talle;35;Color;negro;;;74,899.00;;0.70;15.00;20.00;30.00;0;594441220035;594RFAXX0035;SI;NO;<p>Zapatillas urbanas Atomik Fairfaxx Suede en color negro con detalles en blanco y suela blanca hecha de material de baja densidad que absorbe impactos, brindando máximo confort y amortiguación. Estas zapatillas cuentan con un diseño casual, versátil y moderno ideales para uso diario, que se adaptan perfectamente a cualquier atuendo. Están fabricadas con materiales de exclusiva calidad, combinando gamuza y sintético para ofrecer durabilidad y estilo. Su plantilla anatómica proporciona una pisada equilibrada, y el cierre con cordones asegura un ajuste firme.</p>;amortiguacion, comodidad, gamuza, negro, urbano, versatil, zapatillas;Zapatillas Atomik Fairfaxx Suede negro - Comodidad y Estilo Urbano;Descubrí las zapatillas Atomik Fairfaxx Suede en negro con detalles en blanco, suela blanca que absorbe impactos y diseño casual versátil para usar todos los días. Calidad y comodidad en cada paso.;Atomik;SI;;Femenino;;
atomik-fairfaxx-suede-negro;;;Talle;36;Color;negro;;;74,899.00;;0.70;15.00;20.00;30.00;1;594441220036;594RFAXX0036;;;;;;;;;;;;
atomik-fairfaxx-suede-negro;;;Talle;37;Color;negro;;;74,899.00;;0.70;15.00;20.00;30.00;1;594441220037;594RFAXX0037;;;;;;;;;;;;
atomik-fairfaxx-suede-negro;;;Talle;38;Color;negro;;;74,899.00;;0.70;15.00;20.00;30.00;1;594441220038;594RFAXX0038;;;;;;;;;;;;
atomik-fairfaxx-suede-negro;;;Talle;39;Color;negro;;;74,899.00;;0.70;15.00;20.00;30.00;0;594441220039;594RFAXX0039;;;;;;;;;;;;
atomik-fairfaxx-suede-negro;;;Talle;40;Color;negro;;;74,899.00;;0.85;15.00;20.00;35.00;0;594441220040;594RFAXX0040;;;;;;;;;;;;
atomik-flow-negro;Zapatillas Atomik Flow Negro;;Talle;35;Color;negro;;;128,999.00;;0.70;15.00;20.00;30.00;1;594049920035;5940FLOW0035;SI;NO;<p>Zapatillas deportivas Atomik Flow en color negro con base combinada blanca, que combinan estilo y funcionalidad. Presentan un diseño moderno y cómodo, ideal para uso diario y actividades urbanas. Están diseñadas para brindar máximo confort con materiales ligeros y una suela resistente que garantiza durabilidad. Perfectas para quienes buscan un calzado versátil para deporte y estilo casual.</p><p>Además, estas zapatillas cuentan con cordones para un ajuste seguro y una base de diseño combinado en blanco que resalta su estilo único.</p>;atomik, confort, deportivo, durabilidad, flow, negro, urbano, uso diario, zapatillas;Atomik Flow Negro - Zapatillas Deportivas Modernas y Cómodas;Zapatillas Atomik Flow Negro para hombre, ideales para deporte, uso urbano y diario. Diseño moderno, confortable y duradero. Compra segura con garantía de calidad.;ATOMIK;SI;;Unisex;;
atomik-flow-negro;;;Talle;36;Color;negro;;;128,999.00;;0.70;15.00;20.00;30.00;0;594049920036;5940FLOW0036;;;;;;;;;;;;
atomik-flow-negro;;;Talle;37;Color;negro;;;128,999.00;;0.70;15.00;20.00;30.00;0;594049920037;5940FLOW0037;;;;;;;;;;;;
atomik-flow-negro;;;Talle;38;Color;negro;;;128,999.00;;0.70;15.00;20.00;30.00;0;594049920038;5940FLOW0038;;;;;;;;;;;;
atomik-flow-negro;;;Talle;39;Color;negro;;;128,999.00;;0.70;15.00;20.00;30.00;0;594049920039;5940FLOW0039;;;;;;;;;;;;
atomik-flow-negro;;;Talle;40;Color;negro;;;128,999.00;;0.85;15.00;20.00;35.00;1;594049920040;5940FLOW0040;;;;;;;;;;;;
atomik-flow-negro;;;Talle;41;Color;negro;;;112,999.00;;0.85;15.00;20.00;35.00;2;594049920041;5940FLOW0041;;;;;;;;;;;;
atomik-flow-negro;;;Talle;42;Color;negro;;;112,999.00;;0.85;15.00;20.00;35.00;3;594049920042;5940FLOW0042;;;;;;;;;;;;
atomik-flow-negro;;;Talle;43;Color;negro;;;112,999.00;;0.85;15.00;20.00;35.00;3;594049920043;5940FLOW0043;;;;;;;;;;;;
atomik-flow-negro;;;Talle;44;Color;negro;;;112,999.00;;0.85;15.00;20.00;35.00;2;594049920044;5940FLOW0044;;;;;;;;;;;;
atomik-flow-negro;;;Talle;45;Color;negro;;;112,999.00;;0.85;15.00;20.00;35.00;2;594049920045;5940FLOW0045;;;;;;;;;;;;
zapatilla-atomik-cambridge-youth-negro;Zapatillas Atomik Cambridge Youth Negro;;Talle;31;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594483530031;594RIDGE0031;SI;NO;<p>Zapatilla urbana Atomik modelo Cambridge Youth en color negro, diseñada para jóvenes. Cuenta con capellada de cuero sintético que brinda durabilidad y comodidad para uso diario. Diseño clásico con detalles acordonados y puntera picada para mayor estilo y resistencia. Suela de goma que proporciona excelente agarre y flexibilidad. Ideal para uso casual y actividades diarias, unisex.</p>;acordonada, atomik, cuero sintetico, juvenil, negro, suela de goma, unisex, urbana, uso diario;Zapatilla Atomik Cambridge Youth Negro - Cuero Sintético, Suela de ;Zapatilla urbana Atomik Cambridge Youth en color negro. Con capellada de cuero sintético, cierre acordonado y puntera picada. Suela de goma para máximo confort y durabilidad. Ideal para uso diario juvenil y unisex.;ATOMIK;SI;;Unisex;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;32;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594483530032;594RIDGE0032;;;;;;;;;;;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;33;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;0;594483530033;594RIDGE0033;;;;;;;;;;;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;34;Color;negro;;;62,399.00;;0.50;12.00;15.00;20.00;2;594483530034;594RIDGE0034;;;;;;;;;;;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;35;Color;negro;;;62,399.00;;0.70;15.00;20.00;30.00;2;594483530035;594RIDGE0035;;;;;;;;;;;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;36;Color;negro;;;62,399.00;;0.70;15.00;20.00;30.00;4;594483530036;594RIDGE0036;;;;;;;;;;;5 a 13 años;
zapatilla-atomik-cambridge-youth-negro;;;Talle;37;Color;negro;;;62,399.00;;0.70;15.00;20.00;30.00;1;594483530037;594RIDGE0037;;;;;;;;;;;5 a 13 años;
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;Zapatillas Topper 26324 Zurich Iii Kids Blanco/Fucsia;NIÑOS > CALZADO > Zapatillas Deportivas, NIÑOS > DEPORTES, DEPORTES > RUNNING;Talle;26;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;SI;NO;"<p data-path-to-node=""6""><strong data-path-to-node=""6"" data-index-in-node=""0"">&iexcl;Comodidad y resistencia en cada paso con las Topper Zurich 2!</strong></p>
<p data-path-to-node=""7"">Dise&ntilde;adas para acompa&ntilde;ar a las ni&ntilde;as en sus primeras carreras y en la actividad escolar diaria, estas zapatillas combinan un dise&ntilde;o cl&aacute;sico en color blanco con tecnolog&iacute;a pensada para el cuidado del pie en crecimiento.</p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0""><strong data-path-to-node=""8,0,0"" data-index-in-node=""0"">Amortiguaci&oacute;n Superior:</strong> Gracias a su mediasuela de <strong data-path-to-node=""8,0,0"" data-index-in-node=""51"">goma EVA</strong>, ofrece una pisada suave y protegida.</p>
</li>
<li>
<p data-path-to-node=""8,1,0""><strong data-path-to-node=""8,1,0"" data-index-in-node=""0"">Confort Total:</strong> Cuenta con cuello, leng&uuml;eta y mediasuela acolchada, garantizando una sensaci&oacute;n de bienestar durante todo el d&iacute;a.</p>
</li>
<li>
<p data-path-to-node=""8,2,0""><strong data-path-to-node=""8,2,0"" data-index-in-node=""0"">Seguridad en el Movimiento:</strong> Su <strong data-path-to-node=""8,2,0"" data-index-in-node=""31"">suela antideslizante</strong> brinda una tracci&oacute;n firme, siendo ideal para superficies de cemento.</p>
</li>
<li>
<p data-path-to-node=""8,3,0""><strong data-path-to-node=""8,3,0"" data-index-in-node=""0"">Ajuste Firme:</strong> El sistema de cierre por cordones permite un calce seguro y personalizado para actividades de running o recreativas.</p>
</li>
</ul>
<h3 data-path-to-node=""9""><strong data-path-to-node=""9"" data-index-in-node=""0"">Especificaciones T&eacute;cnicas:</strong></h3>
<ul data-path-to-node=""10"">
<li>
<p data-path-to-node=""10,0,0""><strong data-path-to-node=""10,0,0"" data-index-in-node=""0"">Marca:</strong> Topper (Modelo Zurich 2 / Versi&oacute;n II).</p>
</li>
<li>
<p data-path-to-node=""10,1,0""><strong data-path-to-node=""10,1,0"" data-index-in-node=""0"">G&eacute;nero:</strong> Ni&ntilde;as.</p>
</li>
<li>
<p data-path-to-node=""10,2,0""><strong data-path-to-node=""10,2,0"" data-index-in-node=""0"">Color:</strong> Blanco.</p>
</li>
<li>
<p data-path-to-node=""10,3,0""><strong data-path-to-node=""10,3,0"" data-index-in-node=""0"">Material de la mediasuela:</strong> Goma EVA acolchada.</p>
</li>
<li>
<p data-path-to-node=""10,4,0""><strong data-path-to-node=""10,4,0"" data-index-in-node=""0"">Tipo de ca&ntilde;a:</strong> Baja, con ajuste est&aacute;ndar ancho para mayor comodidad.</p>
</li>
<li>
<p data-path-to-node=""10,5,0""><strong data-path-to-node=""10,5,0"" data-index-in-node=""0"">Uso recomendado:</strong> Running y actividades deportivas en cemento.</p>
</li>
</ul>";calzado escolar, niñas, running, running urbano, topper, Zapatillas Blancas;Zapatillas Topper Zurich 2 Niñas Blancas | Running y Escolar;Comprá las Topper Zurich 2 para niñas en color blanco. Con suela antideslizante y mediasuela de EVA acolchada, son ideales para running y el colegio.;Topper;SI;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;27;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;28;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;29;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;30;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;31;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;32;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
zapatillas-topper-26324-zurich-iii-kids-blanco-fucsia-llcyo;;;Talle;33;Color;blanco/fucsia;;;77,499.00;;0.60;9.00;5.00;25.00;1;668263240126;668263240126;;;;;;;;;;;;0.00
